"ID","product","time","user","aspect","norm_asp","polarity","norm_pol","sarst","clause","entities","op_hol"
"24.25.1","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","camera","camera","positive","1","STATEMENT","allows you to turn on the camera on without having to remove the lens cap","","Others"
"24.26.1","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","photography","pictures","neutral","0","STATEMENT","the downside is that you might accidentally take pictures with the lens cap on","filters","Others"
"24.26.2","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","case fit","case fit","neutral","0","STATEMENT","the camera won't fit in the small cases","filters","Others"
"24.26.3","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","filters","filters","negative","-1","AFFECTIVE-REACTION","28mm filters are expensive and hard to find","filters","Others"
"25.1.1","Nikon Coolpix 4300","2024-05-17T04:43:47.994Z","User-7aZNH","camera","camera","positive","1","AFFECTIVE-REACTION","Great camera .","","Author"
"25.2.1","Nikon Coolpix 4300","2024-05-17T04:43:47.994Z","User-7aZNH","camera","camera","positive","1","AFFECTIVE-REACTION","how easy this camera is to use","camera","Author"
"25.3.1","Nikon Coolpix 4300","2024-05-17T04:43:47.994Z","User-7aZNH","pictures","pictures","positive","1","AFFECTIVE-REACTION","It takes great pictures .","pictures","Author"
"25.4.1","Nikon Coolpix 4300","2024-05-17T04:43:47.994Z","User-7aZNH","manual","manual","positive","1","AFFECTIVE-REACTION","The manual is easy to understand","","Author"
"25.4.2","Nikon Coolpix 4300","2024-05-17T04:43:47.994Z","User-7aZNH","usability","usability","positive","1","AFFECTIVE-REACTION","it is mostly idiot proof","","Author"
"25.5.1","Nikon Coolpix 4300","2024-05-17T04:43:47.994Z","User-7aZNH","size","size","positive","1","STATEMENT","It is small , unlike my canon slr","","Author"
"25.6.1","Nikon Coolpix 4300","2024-05-17T04:43:47.994Z","User-7aZNH","quick pictures","quick pictures","negative","-1","STATEMENT","how to make it snap quick pictures for action shots","","Author"
"25.7.1","Nikon Coolpix 4300","2024-05-17T04:43:47.994Z","User-7aZNH","manual","manual","negative","-1","STATEMENT","Now where did i put that manual ?","","Author"
"26.1.1","Nikon Coolpix 4300","2024-05-05T19:00:13.954Z","User-vQgkX","rating","rating","neutral","0","STATEMENT","Don't let my five star rating fool you .","rating","Others"
"26.2.1","Nikon Coolpix 4300","2024-05-05T19:00:13.954Z","User-vQgkX","camera","camera","positive","1","STATEMENT","The nikon coolpix 4300 deserves six .","","Author"
"26.3.1","Nikon Coolpix 4300","2024-05-05T19:00:13.954Z","User-vQgkX","camera","camera","positive","1","STATEMENT","I got this camera about a month ago and i can't put it down .","","Author"
"26.4.1","Nikon Coolpix 4300","2024-05-05T19:00:13.954Z","User-vQgkX","camera","camera","positive","1","STATEMENT","realized this one went above and beyond .","","Author"
"26.5.1","Nikon Coolpix 4300","2024-05-05T19:00:13.954Z","User-vQgkX","camera","camera","positive","1","AFFECTIVE-REACTION","have gotten high quality pictures every time .","","Author"
"26.6.1","Nikon Coolpix 4300","2024-05-05T19:00:13.954Z","User-vQgkX","autofocus","auto focus","neutral","0","STATEMENT","Autofocus feels exactly like my film camera","fun, mode","Author"
"26.6.2","Nikon Coolpix 4300","2024-05-05T19:00:13.954Z","User-vQgkX","scene mode","scene mode","positive","1","STATEMENT","scene and manual mode add a little fun challenge to it all .","fun, mode","Author"
"26.7.1","Nikon Coolpix 4300","2024-05-05T19:00:13.954Z","User-vQgkX","accessory","accessories","positive","1","STATEMENT","I would also recommend buying an extra battery and at least a 128 mb compact flash type i memory card .","mb, battery","Author"
"26.8.1","Nikon Coolpix 4300","2024-05-05T19:00:13.954Z","User-vQgkX","camera","camera","positive","1","STATEMENT","Buy this camera and savour it .","","Author"
"27.1.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","camera","camera","neutral","0","STATEMENT","I reviewed several digital cameras before settling on this one.","","Author"
"27.2.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","camera","camera","positive","1","STATEMENT","This one was rated very high by several people","","Author"
"27.3.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","purchase","price","positive","1","AFFECTIVE-REACTION","I have not been disappointed with my purchase.","purchase","Author"
"27.4.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","picture quality","pictures","positive","1","STATEMENT","Picture quality in outdoor settings is indistinguishable from 35mm.","","Author"
"27.5.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","indoor shots","indoor shots","negative","-1","AFFECTIVE-REACTION","indoor shots with a flash are not quite as good as 35mm.","shots","Author"
"27.6.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","convenience","convenience","positive","1","STATEMENT","the convenience of using digital far outweighs the slightly less accurate indoor pictures.","pictures","Author"
"27.7.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","camera","camera","positive","1","AFFECTIVE-REACTION","I am extremely satisfied with this camera.","","Author"
"27.8.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","purchase","price","neutral","0","STATEMENT","I purchased it from amazon on a since discontinued promotion.","","Author"
"27.9.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","battery life","battery","positive","1","STATEMENT","life is good but still somewhat short.","","Author"
"27.10.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","storage","storage","negative","-1","STATEMENT","Don't buy this camera if you are not going to purchase a 128 megabyte card.","","Author"
"27.11.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","storage","storage","neutral","0","STATEMENT","You need the storage to hold a decent amount of shots at 4 megapixel resolution.","storage, amount","Author"
"27.12.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","controls","controls","negative","-1","STATEMENT","who complain that this camera's controls are confusing and hard to remember:","controls, camera, numbskulls","Author"
"27.14.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","regular mode","regular mode","positive","1","STATEMENT","The regular mode in this camera works for 80 % of settings.","","Author"
"27.15.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","scene mode","scene mode","positive","1","STATEMENT","The 'scene' mode works well for the remainder of shots that are not going to be in a 'regular' setting.","","Author"
"27.16.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","optical zoom","zoom","negative","-1","AFFECTIVE-REACTION","I wish the camera had a higher optical zoom so that I could take better wildlife photos.","camera","Author"
"27.17.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","optical setting","optics","positive","1","STATEMENT","its 3x optical setting is acceptable for 70 % of the shots that I take.","setting, %","Author"
"27.18.1","Nikon Coolpix 4300","2024-05-01T20:20:32.726Z","User-MEDNQ","camera","camera","positive","1","STATEMENT","Buy this camera, you won't regret it.","","Others"
"28.1.1","Nikon Coolpix 4300","2024-05-08T15:19:07.714Z","User-nd9Tx","camera","camera","positive","1","AFFECTIVE-REACTION","If you're looking for a small, compact, super resolution digital camera","","Others"
"28.2.1","Nikon Coolpix 4300","2024-05-08T15:19:07.714Z","User-nd9Tx","picture quality","pictures","positive","1","AFFECTIVE-REACTION","because of the superior picture quality 4 mega pixel","picture, gem","Author"
"28.3.1","Nikon Coolpix 4300","2024-05-08T15:19:07.714Z","User-nd9Tx","nikon","camera","positive","1","AFFECTIVE-REACTION","this nikon definitely delivers a huge bang for the buck","","Author"
"28.4.1","Nikon Coolpix 4300","2024-05-08T15:19:07.714Z","User-nd9Tx","accessory","accessories","positive","1","AFFECTIVE-REACTION","the sheer fun of being able to use an array of nikon accessories","array, fun","Author"
"28.5.1","Nikon Coolpix 4300","2024-05-08T15:19:07.714Z","User-nd9Tx","picture quality","pictures","positive","1","AFFECTIVE-REACTION","the picture quality and features which are too numerous to mention are unmatched","","Author"
"28.6.1","Nikon Coolpix 4300","2024-05-08T15:19:07.714Z","User-nd9Tx","design","design","positive","1","AFFECTIVE-REACTION","The design and construction are excellent","quality","Author"
"28.6.2","Nikon Coolpix 4300","2024-05-08T15:19:07.714Z","User-nd9Tx","construction","construction","positive","1","AFFECTIVE-REACTION","The design and construction are excellent","quality","Author"
"28.6.3","Nikon Coolpix 4300","2024-05-08T15:19:07.714Z","User-nd9Tx","nikon optics","optics","negative","-1","AFFECTIVE-REACTION","is the legendary quality of the nikon optics","quality","Author"
"28.7.1","Nikon Coolpix 4300","2024-05-08T15:19:07.714Z","User-nd9Tx","other","other","neutral","0","STATEMENT","I own a 35mm slr camera and this is my second digital","","Author"
"28.8.1","Nikon Coolpix 4300","2024-05-08T15:19:07.714Z","User-nd9Tx","camera","camera","positive","1","STATEMENT","that is free of buyer's remorse and filled with cool","state, buyer, euphoria","Others"
"29.1.1","Nikon Coolpix 4300","2024-05-24T10:02:16.317Z","User-9HvwU","camera","camera","neutral","0","STATEMENT","Had it for a week .","","Author"
"29.2.1","Nikon Coolpix 4300","2024-05-24T10:02:16.317Z","User-9HvwU","camera","camera","positive","1","AFFECTIVE-REACTION","There are so many functions in this little, yet powerful camera !","camera, functions","Author"
"30.1.1","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","camera","camera","positive","1","SENTIMENT","Seriously ! i love it !","","Author"
"30.2.1","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","picture","pictures","positive","1","STATEMENT","when i tried taking pics of it with my old camera , they came out black , but with this , they look the same in the picture as in real life","room, pics","Author"
"30.3.1","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","picture","pictures","positive","1","STATEMENT","cause my carpet looks clean , lol","carpet","Author"
"30.4.1","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","camera","camera","positive","1","AFFECTIVE-REACTION","this camera is great !","camera","Author"
"30.5.1","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","picture quality","pictures","positive","1","AFFECTIVE-REACTION","The picture quality is amazing and you can connect it to your tv and could make silent movies that way if you wanted to","picture","Others"
"30.5.2","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","movie","movie","positive","1","AFFECTIVE-REACTION","The picture quality is amazing and you can connect it to your tv and could make silent movies that way if you wanted to","picture","Others"
"30.6.1","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","connection","connection","neutral","0","STATEMENT","I can't connect it to my computer though , but that 's a problem with windows me , not the camera","windows","Author"
"30.7.1","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","other","other","neutral","0","STATEMENT","If you have windows me you should upgrade to xp anyway , lol","windows","Others"
"30.8.1","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","connection","connection","positive","1","AFFECTIVE-REACTION","But it works perfectly fine on my parent's computer","parent","Author"
"30.9.1","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","lense cap","lens","positive","1","AFFECTIVE-REACTION","It does have a lense cap , but it wo n't let you take pics with it on which is real good","","Author"
"30.10.1","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","battery","battery","positive","1","AFFECTIVE-REACTION","The battery recharges real fast and the recharger thingy that comes with is real nice","","Author"
"30.11.1","Nikon Coolpix 4300","2024-05-24T12:40:19.889Z","User-bKi0f","camera","camera","positive","1","AFFECTIVE-REACTION","this little camera has so many features i have n't even gotten to all of them yet","fine, camera","Author"
"31.1.1","Nikon Coolpix 4300","2024-05-19T03:54:36.033Z","User-HP8oJ","camera","camera","positive","1","STATEMENT","this one had everything i was looking for","","Author"
"31.2.1","Nikon Coolpix 4300","2024-05-19T03:54:36.033Z","User-HP8oJ","ease of use","usability","positive","1","AFFECTIVE-REACTION","It's easy for beginners to use","photographers, beginners","Author"
"31.2.2","Nikon Coolpix 4300","2024-05-19T03:54:36.033Z","User-HP8oJ","features","features","positive","1","SENTIMENT","has features that more serious photographers will love","photographers, beginners","Author"
"31.3.1","Nikon Coolpix 4300","2024-05-19T03:54:36.033Z","User-HP8oJ","weight","weight","positive","1","AFFECTIVE-REACTION","It's light weight enough to take with you everywhere","enough, pix, weight","Author"
"31.3.2","Nikon Coolpix 4300","2024-05-19T03:54:36.033Z","User-HP8oJ","picture","pictures","positive","1","AFFECTIVE-REACTION","powerful enough to get outstanding pix","enough, pix, weight","Author"
"31.4.1","Nikon Coolpix 4300","2024-05-19T03:54:36.033Z","User-HP8oJ","continuous shot mode","continuous shot mode","positive","1","SENTIMENT","I love the continuous shot mode","shot, succession, action","Author"
"31.5.1","Nikon Coolpix 4300","2024-05-19T03:54:36.033Z","User-HP8oJ","photo quality","pictures","positive","1","SENTIMENT","I'm amazed at the photo quality","quality","Author"
"31.6.1","Nikon Coolpix 4300","2024-05-19T03:54:36.033Z","User-HP8oJ","8mb card","memory card","negative","-1","AFFECTIVE-REACTION","I only have one complaint, and that is the 8mb card included","","Author"
"31.7.1","Nikon Coolpix 4300","2024-05-19T03:54:36.033Z","User-HP8oJ","8mb","memory card","negative","-1","STATEMENT","8mb for a camera like this is a joke","","Author"
"31.8.1","Nikon Coolpix 4300","2024-05-19T03:54:36.033Z","User-HP8oJ","memory card","memory card","positive","1","AFFECTIVE-REACTION","A card with more memory is a must","","Author"
"31.9.1","Nikon Coolpix 4300","2024-05-19T03:54:36.033Z","User-HP8oJ","memory card","memory card","neutral","0","STATEMENT","A minor quibble, since most cameras on the market still only include the 8mb cards","","Author"
"32.1.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","camera","camera","positive","1","STATEMENT","this camera is just about the best value out there","","Author"
"32.2.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","camera","camera","positive","1","STATEMENT","These are the reasons i think it 's great","","Author"
"32.3.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","feature","feature","positive","1","AFFECTIVE-REACTION","It has all the features an amateur photo-enthusiast would want","amatuer","Author"
"32.4.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","use","usability","positive","1","AFFECTIVE-REACTION","It is easy enough for my grandmother to use","","Author"
"32.5.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","size","size","positive","1","AFFECTIVE-REACTION","It is very compact but the controls are so well designed that they're still easy to use","controls","Author"
"32.6.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","optical zoom","zoom","positive","1","STATEMENT","It has optional lenses like wide angles and extra zooms","lenses, angles","Author"
"32.7.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","memory card","memory card","positive","1","STATEMENT","it uses compact flash cards, which are easy to find, cheap, reliable and supported by many other devices you may have at home","devices","Author"
"32.8.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","support","support","positive","1","AFFECTIVE-REACTION","The nikon coolpix line is a well-established line so you know support and parts are going to be available","coolpix, line, parts","Others"
"32.9.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","picture quality","pictures","positive","1","AFFECTIVE-REACTION","Picture quality is excellent","","Author"
"32.10.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","battery life","battery","positive","1","AFFECTIVE-REACTION","Battery life is excellent","","Author"
"32.11.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","zoom","zoom","positive","1","AFFECTIVE-REACTION","3x built-in optical zoom is a lot for this price range","","Author"
"32.12.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","price","price","positive","1","AFFECTIVE-REACTION","Great price for all the features","price","Author"
"32.13.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","camera","camera","negative","-1","STATEMENT","Here's what you may miss or be annoyed by with this camera","camera","Others"
"32.14.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","firewire","firewire","negative","-1","AFFECTIVE-REACTION","No direct firewire to the camera","","Author"
"32.15.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","usb","usb","positive","1","STATEMENT","There is usb, though","","Author"
"32.16.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","viewfinder","viewfinder","negative","-1","STATEMENT","The camera is so small that when you attach some lenses the optical viewfinder is partially obscured","viewfinder","Others"
"32.18.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","viewfinder","viewfinder","positive","1","STATEMENT","You just have to use the lcd viewfinder to see the whole picture .","","Author"
"32.19.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","viewfinder","viewfinder","neutral","0","STATEMENT","It's no problem for me personally","","Author"
"32.20.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","battery","battery","negative","-1","STATEMENT","Battery has to be removed to recharge .","","Author"
"32.21.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","adapter","adapter","negative","-1","STATEMENT","An ac adapter for powering the camera while the battery's out is not included","","Author"
"32.22.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","adapter","adapter","negative","-1","STATEMENT","Two different adapters -- ur-e 4 and ur-e 7 -- are required for some attachment lenses","","Author"
"32.23.1","Nikon Coolpix 4300","2024-05-21T03:47:39.695Z","User-WxPm5","camera","camera","neutral","0","STATEMENT","Most of these 'annoyances', though, are comparable to what you'll find on other cameras in this price range","","Others"
"33.1.1","Nikon Coolpix 4300","2024-05-26T12:16:38.037Z","User-Ebs7r","other","other","neutral","0","STATEMENT","I am new to the whole digital camera thing; well, new to the whole camera thing period, really.","","Author"
"33.2.1","Nikon Coolpix 4300","2024-05-26T12:16:38.037Z","User-Ebs7r","image","pictures","positive","1","AFFECTIVE-REACTION","This camera was affordable, very easy to learn, and produces spectacular images.","camera, images","Author"
"33.3.1","Nikon Coolpix 4300","2024-05-26T12:16:38.037Z","User-Ebs7r","auto mode","auto mode","positive","1","AFFECTIVE-REACTION","The auto-mode is good enough for most shots","scene, mode","Author"
"33.3.2","Nikon Coolpix 4300","2024-05-26T12:16:38.037Z","User-Ebs7r","scene mode","scene mode","positive","1","STATEMENT","the 4300 also boasts 12 versatile scene modes","scene, mode","Author"
"33.3.3","Nikon Coolpix 4300","2024-05-26T12:16:38.037Z","User-Ebs7r","manual mode","manual mode","positive","1","STATEMENT","though I admit I haven't played with it too much on manual.","scene, mode","Author"
"33.4.1","Nikon Coolpix 4300","2024-05-26T12:16:38.037Z","User-Ebs7r","size","size","positive","1","AFFECTIVE-REACTION","It's size also makes it ideal for travel.","size, travel","Author"
"33.5.1","Nikon Coolpix 4300","2024-05-26T12:16:38.037Z","User-Ebs7r","camera","camera","positive","1","AFFECTIVE-REACTION","Overall the nikon 4300 is a very dependable, robust, and useful little camera.","camera","Author"
"34.1.1","Nikon Coolpix 4300","2024-05-27T01:33:20.415Z","User-dNaB5","camera","camera","positive","1","AFFECTIVE-REACTION","Awesome camera with huge print quality in a tiny package","package","Author"
"34.2.1","Nikon Coolpix 4300","2024-05-27T01:33:20.415Z","User-dNaB5","camera chip","camera chip","neutral","0","STATEMENT","The same 4mp chip from the 4500 camera","zoom, closeup","Author"
"34.2.2","Nikon Coolpix 4300","2024-05-27T01:33:20.415Z","User-dNaB5","zoom","zoom","neutral","0","STATEMENT","plus a 3x zoom with the ability to expand upon that with extenders","zoom, closeup","Author"
"34.2.3","Nikon Coolpix 4300","2024-05-27T01:33:20.415Z","User-dNaB5","closeup mode","closeup mode","positive","1","AFFECTIVE-REACTION","great close-up mode","zoom, closeup","Author"
"34.2.4","Nikon Coolpix 4300","2024-05-27T01:33:20.415Z","User-dNaB5","battery","battery","positive","1","AFFECTIVE-REACTION","long lasting rechargeable battery","zoom, closeup","Author"
"34.3.1","Nikon Coolpix 4300","2024-05-27T01:33:20.415Z","User-dNaB5","camera","camera","neutral","0","STATEMENT","it's the best camera for the money","images","Author"
"34.3.2","Nikon Coolpix 4300","2024-05-27T01:33:20.415Z","User-dNaB5","usability","usability","positive","1","AFFECTIVE-REACTION","if you're looking for something that's easy to use","images","Author"
"34.3.3","Nikon Coolpix 4300","2024-05-27T01:33:20.415Z","User-dNaB5","size","size","positive","1","AFFECTIVE-REACTION","small good for travel","images","Author"
"34.3.4","Nikon Coolpix 4300","2024-05-27T01:33:20.415Z","User-dNaB5","image quality","pictures","positive","1","AFFECTIVE-REACTION","provides excellent, sharp images","images","Author"