"ID","product","time","user","aspect","norm_asp","polarity","norm_pol","sarst","entities","op_hol"
"10.11.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","camera","camera","negative","-1","AFFECTIVE-REACTION","hands, person, settings","Author"
"11.1.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","nikon 4300","camera","neutral","0","STATEMENT","","Author"
"11.2.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","camera","camera","neutral","0","STATEMENT","","Author"
"11.3.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","picture","pictures","positive","1","AFFECTIVE-REACTION","","Author"
"11.4.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","digital zoom","zoom","positive","1","STATEMENT","","Author"
"11.4.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","optical zoom","zoom","positive","1","STATEMENT","","Author"
"11.5.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","picture","pictures","negative","-1","AFFECTIVE-REACTION","camera, bit","Others"
"11.5.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","deleting pics","deleting pics","negative","-1","AFFECTIVE-REACTION","camera, bit","Others"
"11.5.3","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","focusing","focusing","negative","-1","AFFECTIVE-REACTION","camera, bit","Others"
"11.5.4","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","lighting adjustments","lighting adjustments","neutral","0","STATEMENT","camera, bit","Others"
"11.5.5","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","camera","camera","positive","1","AFFECTIVE-REACTION","camera, bit","Others"
"11.6.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","picture","pictures","positive","1","SENTIMENT","features","Author"
"11.7.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","sunset feature","sunset feature","positive","1","AFFECTIVE-REACTION","","Author"
"11.8.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","software","software","positive","1","AFFECTIVE-REACTION","camera","Others"
"11.9.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","touchups","touchups","positive","1","AFFECTIVE-REACTION","","Author"
"11.9.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","redeye","redeye","positive","1","AFFECTIVE-REACTION","","Author"
"11.10.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","memory card","memory card","positive","1","STATEMENT","memory","Author"
"11.11.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","memory card","memory card","neutral","0","STATEMENT","","Author"
"11.11.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","resolution","resolution","positive","1","AFFECTIVE-REACTION","","Author"
"11.12.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","picture","pictures","neutral","0","STATEMENT","pics, Very","Author"
"11.13.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","battery life","battery","positive","1","AFFECTIVE-REACTION","","Author"
"11.13.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","rechargeable batteries","battery","neutral","0","STATEMENT","","Author"
"11.13.3","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","alkaline backup","alkaline backup","neutral","0","STATEMENT","","Author"
"11.13.4","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","emergency pics","pictures","neutral","0","STATEMENT","","Author"
"11.14.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","camera","camera","positive","1","AFFECTIVE-REACTION","camera","Author"
"11.15.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","other","other","neutral","0","STATEMENT","digital, move","Author"
"11.16.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","other","other","positive","1","STATEMENT","","Author"
"11.17.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"11.17.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","investment","investment","positive","1","AFFECTIVE-REACTION","","Author"
"12.1.1","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","other","other","neutral","0","STATEMENT","","Author"
"12.2.1","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","use","usability","positive","1","AFFECTIVE-REACTION","coolpix, size","Author"
"12.2.2","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","quality","quality","positive","1","AFFECTIVE-REACTION","coolpix, size","Author"
"12.2.3","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","size","size","positive","1","AFFECTIVE-REACTION","coolpix, size","Author"
"12.3.1","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","battery","battery","positive","1","STATEMENT","","Author"
"12.3.2","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","memory card","memory card","positive","1","STATEMENT","","Author"
"12.4.1","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","auto settings","auto settings","positive","1","STATEMENT","auto, settings, job","Author"
"12.5.1","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","nikon coolpix 4300","camera","positive","1","STATEMENT","","Author"
"13.1.1","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","nikon coolpix 4300","camera","neutral","0","STATEMENT","","Author"
"13.2.1","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","camera","camera","positive","1","AFFECTIVE-REACTION","ones, features","Author"
"13.3.1","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","picture quality","pictures","positive","1","AFFECTIVE-REACTION","pics","Author"
"13.3.2","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","use","usability","positive","1","AFFECTIVE-REACTION","pics","Author"
"13.4.1","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","pics","pictures","negative","-1","AFFECTIVE-REACTION","pics","Others"
"13.5.1","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","lcd","lcd","negative","-1","AFFECTIVE-REACTION","lcd, daylight","Author"
"13.6.1","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","download speed","download speed","positive","1","AFFECTIVE-REACTION","","Author"
"13.7.1","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","control","control","positive","1","AFFECTIVE-REACTION","","Author"
"13.8.1","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"14.1.1","Nikon Coolpix 4300","2024-05-13T16:16:45.743Z","User-jq6SC","camera","camera","positive","1","SENTIMENT","camera","Author"
"14.2.1","Nikon Coolpix 4300","2024-05-13T16:16:45.743Z","User-jq6SC","size","size","positive","1","AFFECTIVE-REACTION","","Author"
"14.2.2","Nikon Coolpix 4300","2024-05-13T16:16:45.743Z","User-jq6SC","image quality","pictures","positive","1","STATEMENT","","Author"
"14.3.1","Nikon Coolpix 4300","2024-05-13T16:16:45.743Z","User-jq6SC","settings","settings","negative","-1","STATEMENT","","Author"
"14.4.1","Nikon Coolpix 4300","2024-05-13T16:16:45.743Z","User-jq6SC","picture","pictures","positive","1","STATEMENT","prints, pics","Author"
"14.4.2","Nikon Coolpix 4300","2024-05-13T16:16:45.743Z","User-jq6SC","image quality","pictures","positive","1","AFFECTIVE-REACTION","prints, pics","Author"
"14.5.1","Nikon Coolpix 4300","2024-05-13T16:16:45.743Z","User-jq6SC","zoomed image","zoom","positive","1","AFFECTIVE-REACTION","quality, images","Author"
"14.6.1","Nikon Coolpix 4300","2024-05-13T16:16:45.743Z","User-jq6SC","memory card","memory card","positive","1","STATEMENT","","Author"
"14.7.1","Nikon Coolpix 4300","2024-05-13T16:16:45.743Z","User-jq6SC","image quality","pictures","negative","-1","STATEMENT","","Author"
"14.8.1","Nikon Coolpix 4300","2024-05-13T16:16:45.743Z","User-jq6SC","camera","camera","positive","1","AFFECTIVE-REACTION","m, perspective, camera, camper","Author"
"15.1.1","Nikon Coolpix 4300","2024-05-08T00:34:13.963Z","User-sx87E","camera","camera","positive","1","AFFECTIVE-REACTION","camera","Author"
"15.2.1","Nikon Coolpix 4300","2024-05-08T00:34:13.963Z","User-sx87E","other","other","neutral","0","STATEMENT","","Author, Others"
"15.3.1","Nikon Coolpix 4300","2024-05-08T00:34:13.963Z","User-sx87E","camera","camera","positive","1","STATEMENT","buyer","Author"
"15.4.1","Nikon Coolpix 4300","2024-05-08T00:34:13.963Z","User-sx87E","4 mp","4 mp","neutral","0","STATEMENT","offsets, camera","Others"
"15.4.2","Nikon Coolpix 4300","2024-05-08T00:34:13.963Z","User-sx87E","cost","price","negative","-1","AFFECTIVE-REACTION","offsets, camera","Others"
"15.4.3","Nikon Coolpix 4300","2024-05-08T00:34:13.963Z","User-sx87E","optical zoom","zoom","negative","-1","AFFECTIVE-REACTION","offsets, camera","Others"
"15.4.4","Nikon Coolpix 4300","2024-05-08T00:34:13.963Z","User-sx87E","quality reputation","quality reputation","negative","-1","AFFECTIVE-REACTION","offsets, camera","Others"
"15.4.5","Nikon Coolpix 4300","2024-05-08T00:34:13.963Z","User-sx87E","package value","package value","positive","1","STATEMENT","offsets, camera","Others"
"15.5.1","Nikon Coolpix 4300","2024-05-08T00:34:13.963Z","User-sx87E","picture","pictures","positive","1","STATEMENT","lighting, thing, rooms, camera","Author"
"16.1.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","camera","camera","positive","1","SENTIMENT","nikon","Author"
"16.2.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","software","software","positive","1","AFFECTIVE-REACTION","service","Author"
"16.2.2","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","online service","online service","positive","1","AFFECTIVE-REACTION","service","Author"
"16.2.3","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","photo quality","pictures","positive","1","AFFECTIVE-REACTION","service","Author"
"16.3.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","camera","camera","positive","1","AFFECTIVE-REACTION","","Others"
"16.4.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","camera","camera","neutral","0","STATEMENT","","Author"
"16.5.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","camera","camera","neutral","0","STATEMENT","","Author"
"16.6.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","photo quality","pictures","positive","1","AFFECTIVE-REACTION","photos","Author"
"16.7.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","camera","camera","positive","1","STATEMENT","","Author"
"16.8.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","memory card","memory card","positive","1","AFFECTIVE-REACTION","memory","Author"
"16.9.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","other","other","positive","1","STATEMENT","","Author"
"16.10.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","memory card","memory card","positive","1","STATEMENT","","Author"
"16.11.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"16.12.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","camera","camera","positive","1","STATEMENT","","Author"
"16.13.1","Nikon Coolpix 4300","2024-05-05T15:28:34.315Z","User-bNUa1","camera","camera","neutral","0","STATEMENT","","Author"
"17.1.1","Nikon Coolpix 4300","2024-05-31T20:40:58.198Z","User-lE5PN","camera","camera","positive","1","AFFECTIVE-REACTION","usage, camera","Author"
"17.1.2","Nikon Coolpix 4300","2024-05-31T20:40:58.198Z","User-lE5PN","results","results","positive","1","AFFECTIVE-REACTION","usage, camera","Author"
"17.1.3","Nikon Coolpix 4300","2024-05-31T20:40:58.198Z","User-lE5PN","usage","usage","positive","1","STATEMENT","usage, camera","Author"
"18.1.1","Nikon Coolpix 4300","2024-05-26T02:34:37.000Z","User-jbSVr","camera","camera","neutral","0","STATEMENT","","Author"
"18.2.1","Nikon Coolpix 4300","2024-05-26T02:34:37.000Z","User-jbSVr","features","features","positive","1","AFFECTIVE-REACTION","","Author"
"18.3.1","Nikon Coolpix 4300","2024-05-26T02:34:37.000Z","User-jbSVr","usability","usability","positive","1","AFFECTIVE-REACTION","enough","Others"
"18.3.2","Nikon Coolpix 4300","2024-05-26T02:34:37.000Z","User-jbSVr","features","features","positive","1","STATEMENT","enough","Others"
"18.4.1","Nikon Coolpix 4300","2024-05-26T02:34:37.000Z","User-jbSVr","macro shots","macro shots","positive","1","STATEMENT","","Author"
"18.5.1","Nikon Coolpix 4300","2024-05-26T02:34:37.000Z","User-jbSVr","picture quality","pictures","positive","1","AFFECTIVE-REACTION","friends, quality","Author"
"18.6.1","Nikon Coolpix 4300","2024-05-26T02:34:37.000Z","User-jbSVr","autofocus","auto focus","negative","-1","STATEMENT","battery","Author"
"18.7.1","Nikon Coolpix 4300","2024-05-26T02:34:37.000Z","User-jbSVr","autofocus","auto focus","neutral","0","STATEMENT","","Author"
"18.8.1","Nikon Coolpix 4300","2024-05-26T02:34:37.000Z","User-jbSVr","battery life","battery","neutral","0","STATEMENT","Battery","Author"
"18.9.1","Nikon Coolpix 4300","2024-05-26T02:34:37.000Z","User-jbSVr","battery","battery","neutral","0","STATEMENT","","Author"
"18.9.2","Nikon Coolpix 4300","2024-05-26T02:34:37.000Z","User-jbSVr","storage","storage","positive","1","AFFECTIVE-REACTION","","Author"
"19.1.1","Nikon Coolpix 4300","2024-05-30T23:26:56.269Z","User-V39OE","camera","camera","positive","1","AFFECTIVE-REACTION","camera","Others"
"19.2.1","Nikon Coolpix 4300","2024-05-30T23:26:56.269Z","User-V39OE","usage","usage","neutral","0","STATEMENT","","Author"
"19.3.1","Nikon Coolpix 4300","2024-05-30T23:26:56.269Z","User-V39OE","menus","menu","positive","1","AFFECTIVE-REACTION","controls","Author"
"19.4.1","Nikon Coolpix 4300","2024-05-30T23:26:56.269Z","User-V39OE","quality","quality","positive","1","AFFECTIVE-REACTION","","Author"
"19.5.1","Nikon Coolpix 4300","2024-05-30T23:26:56.269Z","User-V39OE","size","size","positive","1","AFFECTIVE-REACTION","hands, person","Author"
"19.5.2","Nikon Coolpix 4300","2024-05-30T23:26:56.269Z","User-V39OE","comfort","comfort","negative","-1","AFFECTIVE-REACTION","hands, person","Author"
"20.1.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","model 880, 885","model 880, 885","positive","1","AFFECTIVE-REACTION","","Author"
"20.2.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","nikon","camera","positive","1","SENTIMENT","brand, package","Author"
"20.3.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","flash card","flash card","neutral","0","STATEMENT","card","Author"
"20.4.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","256mb card","memory card","positive","1","STATEMENT","","Author"
"20.6.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","rechargeable battery","battery","negative","-1","STATEMENT","","Author"
"20.7.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","extra battery","battery","positive","1","STATEMENT","","Author"
"20.8.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","auto-focus assist light","auto focus","negative","-1","AFFECTIVE-REACTION","shots, camera, situations, assist","Author"
"20.9.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","auto-focus assist light","auto focus","neutral","0","STATEMENT","things","Author"
"20.10.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","3x optical zoom","zoom","neutral","0","STATEMENT","","Author"
"20.11.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","optical zoom","zoom","negative","-1","STATEMENT","","Author"
"20.12.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","digital zoom","zoom","negative","-1","STATEMENT","","Author"
"20.15.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","manual mode","manual mode","neutral","0","STATEMENT","shudder","Others"
"20.16.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","drawbacks","drawbacks","positive","1","AFFECTIVE-REACTION","","Author"
"20.18.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","camera","camera","positive","1","AFFECTIVE-REACTION","camera","Author"
"20.19.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","durability","durability","positive","1","STATEMENT","","Author"
"20.20.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","macro shots","macro shots","positive","1","AFFECTIVE-REACTION","","Author"
"20.21.1","Nikon Coolpix 4300","2024-05-14T05:41:56.493Z","User-phqD6","menus and features","menu","positive","1","AFFECTIVE-REACTION","menus, features","Author"
"21.1.1","Nikon Coolpix 4300","2024-05-29T14:12:03.394Z","User-LzujZ","camera","camera","positive","1","STATEMENT","","Author"
"21.2.1","Nikon Coolpix 4300","2024-05-29T14:12:03.394Z","User-LzujZ","pictures","pictures","positive","1","AFFECTIVE-REACTION","picturers","Author"
"21.3.1","Nikon Coolpix 4300","2024-05-29T14:12:03.394Z","User-LzujZ","camera","camera","positive","1","STATEMENT","time","Author"
"21.4.1","Nikon Coolpix 4300","2024-05-29T14:12:03.394Z","User-LzujZ","nikon 4300","camera","positive","1","AFFECTIVE-REACTION","","Author"
"22.1.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","brand","brand","positive","1","STATEMENT","","Author"
"22.2.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","camera","camera","neutral","0","STATEMENT","card, pixel, ultra, combos","Author"
"22.2.2","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","picture quality","pictures","positive","1","AFFECTIVE-REACTION","card, pixel, ultra, combos","Author"
"22.2.3","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","user-friendly functions","user-friendly functions","positive","1","AFFECTIVE-REACTION","card, pixel, ultra, combos","Author"
"22.3.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","txt file","txt file","positive","1","STATEMENT","","Author"
"22.4.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","compact digital camera","compact digital camera","positive","1","STATEMENT","camera, children","Others"
"22.5.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","flash card","flash card","positive","1","STATEMENT","card, capacity","Author"
"22.6.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","time saving","time saving","positive","1","STATEMENT","moment, picture, money","Others"
"22.7.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","battery","battery","positive","1","AFFECTIVE-REACTION","battery","Others"
"22.8.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","rechargeable","battery","positive","1","STATEMENT","environment, money","Others"
"22.9.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","storage capacity","storage capacity","negative","-1","AFFECTIVE-REACTION","thing, quality","Author"
"22.10.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","expectation","expectation","negative","-1","STATEMENT","","Author"
"22.11.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","clarification","clarification","neutral","0","STATEMENT","","Author"
"22.12.1","Nikon Coolpix 4300","2024-05-30T01:29:48.001Z","User-dpTnu","nikon","camera","positive","1","SENTIMENT","","Author"
"23.1.1","Nikon Coolpix 4300","2024-05-07T14:27:50.390Z","User-8PL2e","camera","camera","positive","1","AFFECTIVE-REACTION","pictures, camera","Author"
"23.1.2","Nikon Coolpix 4300","2024-05-07T14:27:50.390Z","User-8PL2e","digital camera","digital camera","positive","1","STATEMENT","pictures, camera","Author"
"23.1.3","Nikon Coolpix 4300","2024-05-07T14:27:50.390Z","User-8PL2e","operating ease","operating ease","positive","1","STATEMENT","pictures, camera","Author"
"23.2.1","Nikon Coolpix 4300","2024-05-07T14:27:50.390Z","User-8PL2e","quality","quality","positive","1","SENTIMENT","pictures","Author"
"23.2.2","Nikon Coolpix 4300","2024-05-07T14:27:50.390Z","User-8PL2e","versatility","versatility","positive","1","AFFECTIVE-REACTION","pictures","Author"
"23.3.1","Nikon Coolpix 4300","2024-05-07T14:27:50.390Z","User-8PL2e","camera","camera","positive","1","STATEMENT","","Author"
"24.1.1","Nikon Coolpix 4300","2024-05-03T15:33:36.098Z","User-lxuFW","budget","price","neutral","0","STATEMENT","size","Author"
"24.1.2","Nikon Coolpix 4300","2024-05-03T15:33:36.098Z","User-lxuFW","resolution","resolution","neutral","0","STATEMENT","size","Author"
